"","x"
"504","랑종별점 - 총 10점 중10난 무서운거 즐겨보는 사람이고 왠만한거 심리적인 공포든 고어든 잘보는디 연기때문에 이영화는 오래도록 소름끼치게 기억날것 같다 그리고 화면을 기분나쁘게 잘 만든듯 축축한 촉감이 진짜로 느껴지는 느낌의 영화임 미드소마랑 비슷한 느낌의 영화같음 실제 공포보단 사람 불쾌하게하는 신고"
"505","랑종별점 - 총 10점 중10잘봤음 최근영화중 가장 명작같음 신고"
"506","랑종별점 - 총 10점 중2""다 보고 나면 불쾌해지는  영화"" 더럽게 무섭고, 더럽게 잔인하고, 그냥 더러움 스토리도 흐름이 이상해지고후반부에 피가 많이 나옴 나홍진이 도와줘서 그런가 곡성에 굿? 하는것과 랑종에  의식하는게 비슷한 느낌이 듬 신고"
"507","랑종별점 - 총 10점 중8공포영화는 맞음. 영화관에서 나 혼자 세번정도 소리지름. 보고나서 괜히 봤다는 생각이 들 정도로 공포였음. 강아지를 키우는 나에겐 엄청난 공포. 급성 스트레스 장애가 온 것 처럼 머릿속에 맴돌았음.... 이틀동안 무서워서 화장실 문 열어놓고 볼일 봄..이거 쓰는 지금 갑자기 또 무서워짐.. 공포영화는 제대로 공포영화... 근데 괜히 보았다는 생각이 들고 만사천원 주고 공포로 인한 스트레스 받아온듯함 신고"
"508","랑종별점 - 총 10점 중10잘만들었다 솔직히 별점 낮은게 이해가안간다그냥 공포 그자체를 만들었더니너무 불퀘하다니 찝찝하다니 그런말들이 나오는게 이 영화의 완성도를 말해준다 신고"
"509","랑종별점 - 총 10점 중7초중반은 흥미로운데 후반부터 빌드업 다 날리고 싸구려 양산 스릴러로 변해서 아쉬웠음 배우들 연기는 잘함 신고"
"510","랑종별점 - 총 10점 중8의도된 불쾌함 신고"
"511","랑종별점 - 총 10점 중2흔들리는 화면으로  멀미 했다.디테일이 넘 아쉽..쩝.. 신고"
"512","랑종별점 - 총 10점 중4신고"
"513","랑종별점 - 총 10점 중2솔직히 개 노잼 삼류도 안되는 영화그냥 보지마… 굳이 이걸 신고"
"514","랑종별점 - 총 10점 중1압도적 쓰레기 무서운건 전혀없고 잔인하기만 하네 신고"
"515","랑종별점 - 총 10점 중10이거 평점 왜이러지 7번방의 선물 재밌게 보신분들은 재미없으실거에요 영화보고나면 밤새도록 토론하고싶은 영화...님은 자다가 편히 죽은걸까??근데 무서워서 두번은 못보는 영화 신고"
"516","랑종별점 - 총 10점 중10영화를 보면서 빠져든다는 느낌을 자주 받기도 하지만 처음으로 압도 당하는 느낌을 받았습니다. 공포영화 좋아하지만 중간부터 매순간이 압박이고 영화관을 뛰쳐나가고 싶었습니다. 엔딩크레딧이 올라가면서 엄청난 스트레스를 받게 합니다. 공포영화로서 역활에 충실했다 생각합니다 신고"
"517","랑종별점 - 총 10점 중10존잼쓰잘만든영화무서우면 바보 신고"
"518","랑종별점 - 총 10점 중10난 재밌었는데 왤케 평점이 낮노 신고"
"519","랑종별점 - 총 10점 중5중반까지는 진짜 다큐 보듯이 생각 없이 보다가 님 죽을 때는 제 1조력자가 죽는 건 상상도 못 해서 오 참신한데 생각했지만 아기 흉내에 속아 넘어가는 뻔하디 뻔하고 말도 안 되는 트롤짓 클리셰 보고 아 망작이네 생각하다가 막판에 좀비물로 넘어가는 거 보고 아 괜히 봤다는 생각이 들게 만드는 영화 신고"
"520","랑종별점 - 총 10점 중3너무 기대를 했나.. 그닥..오컬트 매니아로서 그저 실망함. 떡밥도 그닥 연출도 그닥 개연성 그닥...혹시나해서 유튜브 전문가 해설도 봤는데 별달리 특별한것도 없었음.. 비추요 신고"
"521","랑종별점 - 총 10점 중10무당 귀신 요런거에 관심많으면 진짜 잼있음 곡성에 이어 인생작. 한번 더보러갈거임 신고"
"522","랑종별점 - 총 10점 중10킬링 포인트로 보기 좋았으며 개인적으로 오컬트, 고어물의 공포영화를 즐겨보기 때문에 재미있게 보았음. 다양한 해석이 나올 수 있는 부분이 많아 흥미로웠음. 귀신이 나오는 공포영화를 좋아하는 사람이라면 별로라고 느꼈을 수 있으나, 곡성보다 더 재미있게 봤기 때문에 추천하는 영화. 신고"
"523","랑종별점 - 총 10점 중7불쾌하고 찝찝한 극한의 공포. 곡성보다 자극은 강해지고 메시지는 약해졌다 신고"
"524","랑종별점 - 총 10점 중8저 실제로 보고왔는데 무섭긴해요. cctv 장면은 도저히 볼수없을만큼 가리고 봤어요. 영화 보는 중간에 속이 안 좋아져서 화장실 다녀올 정도로 충격이긴 했어요 ㅠㅠ 카메라 흔들리는게 멀미나기도 했고. 하 지 만 배우분들 연기가 넘 좋더라고요 뭔가 인간적이라고 해야하나 이상하게 잔상에 남더라고요. 올 여름에 더위도 날릴 겸 한번쯤 볼만한것같아요!! 신고"
"525","랑종별점 - 총 10점 중5가장 큰 문제는 사람에 따라 두통과 멀미를 동반하는 카메라의 흔들림이다. 신고"
"526","랑종별점 - 총 10점 중4곡성은 세번 봤는데 랑종은 아닐 것 같습니다.페이크다큐컨셉과 핸드헬드기법이 아니었다면 별한 개 더 줬겠네요. 돋보이는 부분은 밍 역할을 맡은 여주 분이 하드캐리했어요 짱짱(대배우) 그치만 악령빙의상태가 급진행된 이후로는 태국샤먼으로 출발한 신비로움?은 없어지고 삐급 좀비물 감성이 나타났습니다.... 신고"
"527","랑종별점 - 총 10점 중1전형적인 노이즈마케팅 신고"
"528","랑종별점 - 총 10점 중7곡성을 넘을 순 없군난 밍보다 님이란 캐릭터의 연기가 좋았다 신고"
"529","랑종별점 - 총 10점 중8곡성마냥 살과 역살이 재탕인듯하나 이국적인 고수향기에 살짝 묻혀 신선함을 선사한다. 가족과 보지말기를... 정사씬나옴. 피서지수 8/10점. 참신함 7/10. 공포지수 7/10. 추천지수 7/10. 저예산치고 수작임. 신고"
"530","랑종별점 - 총 10점 중6과정은 좋았으나, 결론은 평이했다. 신고"
"531","랑종별점 - 총 10점 중3굉장한! 그녀는 새로운 무언가 감동！！ 없다 귀신 볼만한 스릴！！ 난 지루한 그녀의 행위. . . 놀라운! 신고"
"532","랑종별점 - 총 10점 중2해석찾아봐도  띵한 느낌 없음... 곡성의 아류작... 하나도 안무서움 갑자기 단체 좀비화 개연성 찾아보기 힘듦 무엇보다도 노잼 신고"
"533","랑종별점 - 총 10점 중4어설픈 개연성과 답답한 연출과 컷의 길이구리고 지독히 과장된 홍보가 만들어낸 짭퉁 공포 신고"
"534","랑종별점 - 총 10점 중11점주기도 아깝다 씨@팔이딴걸 돈주고 파냐?태국감성 D급 좀비물임 신고"
"535","랑종별점 - 총 10점 중4절대 한잔하고 보지 마세요. 울렁거리고 토할것 같은 기분이 2배가 됩니다. 방금 보고 속이 뒤틀리는 기분… 불쾌한 멀미를 느끼고 싶은 분들에겐 영화를 추천드립니다. 이게 감독이 원하던 효과라면 아주 효과적이었습니다… 우욱… 신고"
"536","랑종별점 - 총 10점 중10충분히 무서운 영화입니다 신고"
"537","랑종별점 - 총 10점 중10여러해석이가능 추천함 신고"
"538","랑종별점 - 총 10점 중2상영 도중 나옴;;; 이런적 처음.... 신고"
"539","랑종별점 - 총 10점 중1그냥 진짜 진심으로 너무 역겹고 잔인해요성적 묘사 너무 심하구요 그냥 희망도 지옥도 없네요대체 무슨 생각으로 여자 화장실도 찍는 씬이 나와요? 진짜 보는 내내 여자 주인공 성적으로 등장해서 내가 다 불편함 신고"
"540","랑종별점 - 총 10점 중10페미들이 아주 여자 선정적이고 민감한 부분 나오면 평점 ㅈ같이주지? 스토리 연출 연기 하나도 빠짐없이 좋았고 간만에 공포영화 제대로 봄 신고"
"541","랑종별점 - 총 10점 중8별점이 안좋아서 기대도 안하고 봤는데 생각보다 재밌었습니다토테미즘같은 신앙울 다뤄 신선한 공포였고 연기력 지림 신고"
"542","랑종별점 - 총 10점 중10영화 진짜 무섭습니다 ㄷㄷ 신고"
"543","랑종별점 - 총 10점 중6징그러워요 토나올 것 같아요?? 신고"
"544","랑종별점 - 총 10점 중10신고"
"545","랑종별점 - 총 10점 중8초반에 의도한 부분인지 불편한 카메라 앵글 때문에 멀미날 정도로 짜증 났지만 중반부터 다른 공포 영화에 오마주를 시작으로 곡성에 장면과 컨셉들을 오마주 했습니다 기괴하고 잔인한 묘사들을 표현하면서 몰입하는 중반부 부터 공포감을 느끼게 하는 부분이 좋았습니다 잔인한걸 싫어하시는 분들에게는 절대 비추드립니다 신고"
"546","랑종별점 - 총 10점 중1진심 영화보다 토할뻔함딱 1시간 보다 나옴원래 어지러운 거 잘 못보는데화면 너무 흔들려대서 멀미오지게 남저녁먹은거 얹혔음. 신고"
"547","랑종별점 - 총 10점 중1;; 초딩정도나 무서울듯..돈아끼세요... 신고"
"548","랑종별점 - 총 10점 중10코로나덕인지 시간대를 잘 잡았는지 나 혼자 편하게 봤다. 혼자 보면 볼만함 신고"
"549","랑종별점 - 총 10점 중8신고"
"550","랑종별점 - 총 10점 중1나중엔 어이없어서 웃음만 나옴 단체로 동물빙의되서 개처럼 기어다님 돈아까움 내아까운금요일 잠이나잘걸 신고"
"551","랑종별점 - 총 10점 중47점 짜리 영화로 기대 충만하게 쭉 가다가 3점 짜리 졸작으로 꼬라 박는다. 끝나기 2~30분 전 까지 잘 쌓아 올려놓고 남은 시간 동안에 걷어 차는 모습을 보여 줌. 사람 안 뜯어 먹으면 이야기 진행이 어렵나? 2010년도에나 나올법한 각기 춤은 보너스임. 그렇게 잔인하거나 역겨운 씬이 많이 나오는 것도 아니다. 나홍진은 완성본을 보고도 진짜 괜찮다고 한 걸까.. 신고"
"552","랑종별점 - 총 10점 중1개OO…티켓팅할 돈으로 로또 자동을 사시고,러닝타임 만큼 낮잠을 자는게 내 인생에 15만배는 더 도움 됨 신고"
"553","랑종별점 - 총 10점 중9곡성에 비해 스토리는 부족한데 중반부터 휘몰아치는 공포는 진짜 너무 무서웠던거 갘다 ㅜㅠ 신고"
"554","랑종별점 - 총 10점 중10평점 왜낮지? 알반가… 진심 역대급 공포영화…. 이 때까지 본것들 중에 제일 무서움…. 신고"
"555","랑종별점 - 총 10점 중7여름에 적당히 볼만한 공포영화. 호들갑을 많이 떨어서 그렇지 레전드정도는 아님 신고"
"556","랑종별점 - 총 10점 중10영화 재밌음 추천합니다. 신고"
"557","랑종별점 - 총 10점 중5마케팅에 완전히 넘어가버렸다.. 이건 공포가 아닌데? 깜짝 놀라는 장면이야 몇 나오지만 공포의 성격의 놀람이라기보단 놀래키는 것에 가까운 느낌. 무섭다는 느낌은 전혀 들지 않았고, 이미 퇴마는 많이 접한 소재라 새로이 느껴지는 부분이 많지 않았다. 그럼에도 팩트였다면 신비하고 더 생각할 거리가 있었을 것 같은데.. 무섭지도 놀랍지도 않은 느낌이라 아쉬운 느낌.이 소재로 페이크다큐를 2시간 넘게 집중하게 하는 연출력과 리얼한 연기력은 감탄할 만 하다. 지루하단 생각이 들지 않게 끝까지 끌고갔으 신고"
"558","랑종별점 - 총 10점 중1공포보다는 기분 나쁘게 하는데 있어서는 최고의 영화 신고"
"559","랑종별점 - 총 10점 중9무속신앙에 대해 관심없고 잘모르는 사람들은 진짜 지루할수있기에 평점 호불호가 갈리는건 어쩔수없지만 불쾌하지만서도 배우들의 연기들에 우선 너무 신선한 충격을 받았구요. 페이크 다큐형식 신선하게 잘 다가왔습니다. 한국 공포영화지만 색달라서 너무 좋았어요. 저는 9점드립니다. 신고"
"560","랑종별점 - 총 10점 중1한국 무당을 소재로 이렇게 만들면 개욕처먹었을 듯태국배우들한테 미안하지도 않나?후반부 다 도려내고 다시 스토리 짜야함 신고"
"561","랑종별점 - 총 10점 중4와..2만8천원 진짜 아깝다 랑종 기대를 너무 많이해서 그런가 내 예상을 빗나가지를 않는다 쫌 몰입감 있다싶으면 다깨고 역시 사람들이 보지말라는데는 다 이유가 있는거 같음..진짜 28000원 낭비해도 상관없다는 사람 보로 가셈 나 진심 남자친구랑 보다가 남자친구도 나랑 똑같은 마음 둘다 보다가 아 가자 *발 이러고 나옴..왠걸 영화보다가 나온건첨이네... 신고"
"562","랑종별점 - 총 10점 중8좀...뭐 다들 말이 많긴 하지만 뭐 이런 논란이 영화가 성공한거라 볼 수 있겠죠? 반응이 케바케이긴 하지만 나름 볼만했음~!! 표현에 있어서 좀 과하긴 했지만 ㅋ 신고"
"563","랑종별점 - 총 10점 중10다큐컨셉으로 잘찍어서 페이크다큐 아닌 줄 ㅎㅎ 신고"
"564","랑종별점 - 총 10점 중8무섭긴 무서웠어여ㅠㅠ 후반 20분은.. 읭? 하는 느낌? 신고"
"565","랑종별점 - 총 10점 중10나홍진감독과 셔터감독이라고 해서 무조건 봐야겠다 싶어서 예고편 딱 하나보고 평점 안보고 봤는데 정말 재밌었음. 심오하고 무섭고 징그럽고 딱 내 스타일이었음. 더 잔인하고 무서웠으면 좋았을 듯! 근데 남친은 지루해했음 신고"
"566","랑종별점 - 총 10점 중1할말을 잃었습니다.. 신고"
"567","랑종별점 - 총 10점 중9주변사람들은 재밌다고하고네이버 평점은 재미없다고 해서볼까말까 망설이다 그냥 봤음연출, 연기, 스토리 흠잡을데 없는 수작!!!  서서히 고조되는 미스테리와 공포, 태국 현지에 와있는듯한 영상미, 정말잼나는 작품이었음 곡성만큼 관객을 희롱하는 영화수작이다. 신고"
"568","랑종별점 - 총 10점 중6개인적으로  재미없었음,,, 다큐멘터리 형식이었고,한시간까지 참음.... 일상찍다 인터뷰하고,,, 그래도  괜찮아지겠지... 하고 참고 보다  한시간반보고  중간에 나옴랑종뜻이  무당이었음   신내림을 받게되는  과정의 촬영과 인터뷰임.... 신고"
"569","랑종별점 - 총 10점 중8후반에 그렇게까지 잔인한 장면이 연출되어야했나 싶지만 재밌게 봣음 신고"
"570","랑종별점 - 총 10점 중1지금 영화보면서 평 쓰고 있는데, 카메라 들고있는 사람한테 6축 짐벌이라도 하나 사주고 싶다. 무슨 90년대 홈비디오도 아니고 카메라 흔들려서 멀미난다. 신고"
"571","랑종별점 - 총 10점 중10개인적으로 웬만한 한국공포영화 유치해서 못 보는 사람인데 나름 나쁘지 않게 봤는데??너무 까내리네 ㅋㅋ 신고"
"572","랑종별점 - 총 10점 중5잔인한거 못보시는 분들은 무섭게 느껴지실거에요 신고"
"573","랑종별점 - 총 10점 중4개인적으로 파운드 푸티지 라고 하나요?? 다큐멘터리 형식의 영화를 별로 선호하지 않아서.. 영화 내용은 정말 괜찮았는데 보는내내 영상이 흔들리다 보니 어지럽고 그 상황 속에서 카메라맨이 카메라만 들고 있다는게 너무 답답하다는 생각이 들어 몰입이 잘 안됬던거 같아요 신고"
"574","랑종별점 - 총 10점 중6공포라기보다는 불쾌함.? 배우들의 연기가 보통이 아니더라구요. 영화자체는 재밌었다기 보다는... 신고"
"575","랑종별점 - 총 10점 중10ㅈㄴ재밌는데 억까하지마 흥 신고"
"576","랑종별점 - 총 10점 중2별 하나도 아깝다무섭지도않고 심장졸깃 한 스릴도 없고 이미 수없이 봐왔던  유치한  삼류수준아 돈아까워  님들아 절대 보지마셈 보고나면  욕 나옴니다 신고"
"577","랑종별점 - 총 10점 중8많이 무섭지는 않은데 피 잘 못보시면 안보는게 좋을거 같아요. 신고"
"578","랑종별점 - 총 10점 중1에휴 여성에대한 왜곡된 인식이 적나라하게 드러나는 영화 신고"
"579","랑종별점 - 총 10점 중10곡성 느낌이 나는 영화입니다!사실 보기 전에 평이 너무 안 좋아서 고민을 많이 했었는데, 그냥 개인취향인가봐용!! 정말 재밌어요~^^!! 신고"
"580","랑종별점 - 총 10점 중10근데 이런 부류의 영화 안좋아하면 안보는게 나을듯 괜히 별점 테러하지말고. 솔직히 공포물 좋아하는 입장에서 염세적이고 나쁘지 않은 영화였는데 괜히 모르는 사람들이 유입돼서 별점테러하는거 보니까 기분이 별로네요. 근친상간이 왜 있냐부터 해서 개연성 없다고 하는데 제발 유튜브 가서 해석이라도 한번 보고 오세요. 해석이 이렇게 다양하고 거기에 해석하는 맛이 있는 영화라면 꽤나 잘 만든 영화인겁니다. 개고기를 먹는 이유, 근친상간 이유 다 개연성 있게 만들어졌는데 본인이 이해못했다고 개연성 없다고 하면;; ㅋㅋ 해석을 찾아보는 노력이라도 기르시길 신고"
"581","랑종별점 - 총 10점 중1키미테 붙이고 가세요.검은 봉투도 하나 있으면 좋을것 같아요.멀미가 너무나서 제대로보기 힘들었어요. 신고"
"582","랑종별점 - 총 10점 중1지금까지 본 영화 중 지루한 영화 top3 안에 든다..밍의 연기와 외모 때문에 겨우 다 볼 수 있었다.. 신고"
"583","랑종별점 - 총 10점 중1후반부엔 한마디로 어이없었음 보고나서도아무생각안드는영화 기괴불편찝찝하다는데 그런생각까지 안드는 영화 그냥 코미디인줄 신고"
"584","랑종별점 - 총 10점 중1제발 상영 멈춰 진짜 재미없어 최악이야 신고"
"585","랑종별점 - 총 10점 중3나홍진이가 곡성에 이어 또다시 심오한척하며 무속인 까는 영화 불쾌하고 괴기스럽고 전혀 재미도 없다 신고"
"586","랑종별점 - 총 10점 중1도대체 언제 무서워지는 거지 하면서 봤습니다. 영화보면서 딱 2번 놀랐눈데 여자분 얼굴 확대할 때 딱 그 2번만 놀라고 나뭐지는 친구랑 야 그래서 언제 무서워지냐 하면서 봤습니다. 누가 영화초반 무당의 삶 보여쥬는게 더 재밌겠다 했는데 그게 진짜 일줄은 몰랐네요 진짜 보고 나와서 친구랑 욕하면서 집갔습니다 신고"
"587","랑종별점 - 총 10점 중4그냥 집에서 유튜브로 다른거 보세요 시간낭비 돈낭비 하지마세요 신고"
"588","랑종별점 - 총 10점 중10밍 연기력은 좋았다. 인정 신고"
"589","랑종별점 - 총 10점 중6초반 : 다큐멘터리 / 중반 : 엑소시스트 / 후반 : 좀비물 신고"
"590","랑종별점 - 총 10점 중1영화 좆 같이 만들었네 다음부터 만들지 마세요 신고"
"591","랑종별점 - 총 10점 중1마케팅에 당한 거죠... 티저와 포스터의 포스를 기대하시면 실망합니다. 곡성의 이름값이 그래도... 하시는 분 아닙니다 아니예요... 태국에 여혐을 외주 줬나 카메라에 책임 떠넘기는 척 하는 쌍팔년도 여혐 요소, 불필요한 동물학대, 결정적으로 영화 만듬새가 좋지 못함. 초반은 흥미롭고 영화 속 대자연, 마을, 이국적인 분위기에 님과 밍 배우가 열일하는데 중~후반이 그걸 다 깨트림. 로케나 미술은 고증 신경써 받은 분위기인데 태국 오지, 샤머니즘 소재, 열일하는 배우들이라는 상등급 도미로 치라는 고오급 회는 안 치고 매운탕도 아닌 라면 끓여놓으면(심지어 못 끓인) 실망을 하겠습니까 안 하겠습니까. 선악이 모호하고 신도 의심스러운 웰메이드 코즈믹 호러 미스터리물을 기대했는데 관찰 카메라 시선은 어색하며 흉가 다니는 유튜버들 영상이 낫습니다. 배우들이 열심히 하는데 배우가 아까움. 특히 초반부 태국 오지의 실제 무당 섭외한 것 같았던 님 배우분이 아깝. 시나리오 원안은 어땠는지, 좋은 재료로 수작을 만들어 보려다 누군가의 고집으로 철지난 공포의 문법을 밀어붙여 망친 느낌이라 더 한심하기도 합니다. B급으로 갈 거면 처음부터 힘이라도 빼시지 왜 그랬대. ㅠ 신고"
"592","랑종별점 - 총 10점 중4중간까지는 괜찮았는데 갑자기 좀비물로 장르가 바뀌네요 ;; ㅋ 하 ..밍 연기는 잘해요 ! 신고"
"593","랑종별점 - 총 10점 중10제가 본 공포영화중... 최곱니다 밍! 신고"
"594","랑종별점 - 총 10점 중1진심으로 영화보고 속이 안좋은적은 처음…너무 멀미나고 메스껍고 울렁거려서 미치는줄 .. 재미도 없고 하도 울렁거려서 눈감아서 뭔내용인지도 모르겠음 신고"
"595","랑종별점 - 총 10점 중6그렇게 무섭지 않아요 단지 실망감뿐 신고"
"596","랑종별점 - 총 10점 중4솔직히 기대에 비해 너무 실망한 작품...도입부가 너~~어무 길어서 늘어지고 지루하다가, 이제 남은 시간에 호러라는걸 보여줘야돼!!라는 강박감인지, 고어적인 장면만 단시간에 몰아 때려 넣으려는 인상이 강하구요.무섭기라도하면 평점을 더 주겠으나,...이게 무섭다는 사람은 공포영화는 보면 안되시는 분들입니다.그나마 밍의 연기력이 좋아서 포인트가 되긴 하지만, 그것만으로 커버되기에는 연출부터 스토리 진행까지 허술한게 너무 많은것 같습니다.페이크다큐가 오히려 발목을 잡은것 같아요. 신고"
"597","랑종별점 - 총 10점 중10기대하지 말고 보세요 졸라재미썽 신고"
"598","랑종별점 - 총 10점 중4도대체 뭘 전달하려고했는지 모르겠다 신고"
"599","랑종별점 - 총 10점 중10그냥 그렇다고 생각했는데 이틀 지난 지금 돌이켜보니 재밌게 봤던것 같아요! 영화가 계속 생각나네요아쉬운 점도 쪼금 있어요. 그렇게 막 무섭지 않은 이유가 뭔가 생각했더니 특별한 능력이 없이 그냥 삐걱거리기만 해서인 듯 해요. 막 압도적으로 강하다, 못이기겠다, 무조건 죽겠다 등 무서워해야할 이유를 모르겠어요. (무기가 있다면 이길 수 있을 것 같은 느낌)하지만 영화 처음부터의 긴장감. 과연 어떻게 될지 두근두근 여기서 뭐가 나오려나? 결국 어떻게 되려나 하는 두근거림이 좋게 느껴져요.다른분들 평점 보면서 진짜 영화 보고나서 기분나쁘기만 하면 어떡하나 보지말까 하다가 그래도 궁금해서 본건데 잘한것같아요! 또 왜 다큐형식으로 찍은건지 모르겠다고 많이들 욕하던데 전 뭐 그런생각은 안들던데요인터뷰하는 식으로 계속 나오고 거부감 없었고 오히려 무서움을 조금 줄여줬던 것 같습니당그동안 귀신나오는 공포영화는 새벽에 떠오르면 무서웠는데 랑종은 그장면은 어떤거였을까 왜그랬을까 머 이런 생각이 들어요.다른 분들 후기에 쫄아서 (고어영화라는 후기) 눈가리고 본게 쪼끔 아쉽네용 걍볼걸 ㅎ 신고"
"600","랑종별점 - 총 10점 중1개노잼 2시간동안 꿀잠자다 나옴 신고"
"601","랑종별점 - 총 10점 중7기대와 우려가 함께 있던 영화였는데 결과는 그래도 만족스럽다! 광고만 봤을 때는 공포 지수가 상당히 높아 보였는데 막상 극장에서 혼자 보는데도 생각보다 무서움은 별로 없었다. 예상치 못한 충격적인 장면이 몇 번 있었지만 적외선 카메라 특유의 녹색 스크린 때문인지 별로 놀라거나 공포감은 없었다. 오히려 이야기에 몰입하느라 공포 영화임에도 불구하고 몸을 스크린 쪽으로 더 기울이면서 보는 나 자신을 발견하고는 주위 관객들이 혹시 나를 변태처럼 보지 않을까 스스로 놀랬다. 스토리 진행은 그다지 어렵지 않았고 복잡하거나 답하기 어려운 상징 또는 플롯이 많지 않아서 비교되는 영화 '곡성'보다는 제법 친절함(?)도 느꼈다. 물론, 평론가들이며 관객들마다 서로 다른 얘기를 하는 지점들도 많이 있다. 그렇다고 뭐 별다르게 깊이가 있는 얘기들도 아니다. 무엇보다 이 영화는 마지막 장면이 정말 압권이었다. 클라이막스에 다다르는 동안 도대체 이걸 어떻게 마무리하려고 이렇게 난장판으로 감당 안되도록 일을 벌이고 있나 싶었는데 '저주인형'의 장면에서 이야기의 결말이 쉽게 지어졌고, 어떤 영화에서도 본 적 없는 주인공의 사전 인터뷰 장면에서 이 영화만의 특징을 보면서 깊은 만족을 느꼈다. 그다지 무섭지는 않았지만 그래도 이 영화가 공포 영화이므로 개인적 공포지수를 매긴다면 2점! 신고"
"602","랑종별점 - 총 10점 중10분명 선을 넘은 듯한 연출이나 우리에게 익숙하지 않은 태국의 신앙을 가지고 이야기를 만들었다는 부분에서 호불호가 크게 갈릴 수 있다고 생각합니다. 하지만 작품을 두고 많은 해석과 이야기가 나올 수 있다는 점에서 이미 충분히 가치가 있는 작품이라는 것은 확실하게 증명되었다고 생각해요. 개인적으로는 파면 팔수록 숨은 디테일들을 찾을 수 있어서 너무 좋았던 영화였습니다. 그래도 처음 보실 때 정신적으로 큰 충격을 느끼는 것은 저도 동감합니다. 기분이 너무 많이 좋아서 조금 다운되고 싶으실 때 보세요! 얼른 시리즈온 같은 걸로 다시보기 나오면 좋겠네요! 소장하고 싶습니다. 신고"
"603","랑종별점 - 총 10점 중8막 너무 깔정도는 아니고 볼만함 ㅋㅋㅋ 여자랑 가면 불편해질지도 신고"
"604","랑종별점 - 총 10점 중10어떻게 보면 진부하고, 그동안 나왔던 빙의, 퇴마...영화들의 클리셰 덩어리지만 그래도 이국적인 배경과 인물들, 갈등 구조 등 참신한 영화 였습니다. 신고"
"605","랑종별점 - 총 10점 중6좀 많이 잔인한 굳이 이런 장면까지? 싶기도 스토리가 불친절하기도 하고 근데 한 번쯤은 봐도 ㄱㅊ은 영화일 것 같긴 함 태국식 샤머니즘이 좀 흥미롭기도 했음 신고"
"606","랑종별점 - 총 10점 중2벌려놓고 수습 안되는 결말,  관람 후 속만 메스꺼웠던 영화 신고"
"607","랑종별점 - 총 10점 중2내돈내놔 도둑놈들아 코로나 걱정하면서까지 영화관간 내가... 아휴 신고"
"608","랑종별점 - 총 10점 중6곡성 + 알포인트 믹스버전 공포영화에서 흔히 나오는 갑툭튀 + 여배우 연기력 신고"
"609","랑종별점 - 총 10점 중10귀신에 좀비가 섞인 영화. 귀신때메 무서웠고 좀비땜에 잔인했다. 하지만 징그러운거 싫어한다면 보지마세요. 워킹데드 재밌게 본 사람은 이 정도 잔인함은 무난히 봅니다 신고"
"610","랑종별점 - 총 10점 중10다들 재미없다는데 저는 개인적으로 진짜 무서웠고 신선했습니다. 신고"
"611","랑종별점 - 총 10점 중8[IMDB 7.4/10] 인간 방종에 관한 이야기, 능력밖이면 격리 감금이 최선. 치료도 상담도 실은 알아서 되는 게 거의 전부인 무시무시한 현실. 신고"
"612","랑종별점 - 총 10점 중2뭘 말하려고 하는건지 모르겠고 기분은..더럽고..여성 배우들 연기가 좋아서 2점.. 신고"
"613","랑종별점 - 총 10점 중2살가 살가 이런쓰레기 영화는 첨 본다 아무리 태국영홯라지만 스토리 배우연기가 이정도로 쓰렉 영화는 첨본다  이런걸 극장 개봉하는거 자체가 코메디다  알바들 평점에 속지마라 신고"
"614","랑종별점 - 총 10점 중10영화를 볼 때 이해가 되지 않는 부분이 많았는데 결말을 보고나니 흩어져있는 퍼즐조각들이 맞춰지면서 너무 잘만들었다는 생각이 들었습니다. 신고"
"615","랑종별점 - 총 10점 중7클리쉐가 있지만 결말이 흥미롭다. 욕만하는 분들 태국 문화에 대해 이해하려는 노력이라도 하고 욕하길. 너튭에 랑종해석이라고 찾아보면 영화 이해를 도울 영상이 수두룩함. 신고"
"616","랑종별점 - 총 10점 중6초반에는 잘 달리다 후반에 넘어지는 아쉬운 스토리그냥 킬링타임용으로 좋을 듯 신고"
"617","랑종별점 - 총 10점 중4악령에 씌인 엑소시스트 여주가 사람을 뜯어먹는걸 보는 느낌 신고"
"618","랑종별점 - 총 10점 중2별하나도 아깝다....볼거리라곤 여배우 미모정도...나홍진 이미지 버렸음.. 신고"
"619","랑종별점 - 총 10점 중1곡성 기대했으나 안타까움 신고"
"620","랑종별점 - 총 10점 중9영화 볼줄도 모르는 것들이 평점 5점 6점ㅋㅋ 영화에 대한 해석도 못하고 쫄보들이면 그냥 애니메이션이나 봐라 신고"
"621","랑종별점 - 총 10점 중1OOO기영화. 나홍진 곡성으로 좋게 봐서 기대했는데 랑종보고 블랙리스트로 이름 옮겨씀 태국감독(이름도기억안남) 수준 개낮음...대체 왜 협업한거임? 신고"
