"","x"
"368","랑종별점 - 총 10점 중2내 40년 인생에 젤 재미없는영화.곡성 감독이 찍었다길래 기대했더니 곡성액션감독이 찍었나. 개삼류쓰레기 온갖 비속어를 다 섞어도 모자랄영화. 이걸보느니 6시내고향을 보겠다 신고"
"369","랑종별점 - 총 10점 중1코시국에 그간 영화관 못가다 백신맞고 헐레벌떡 본영환데.불쾌함만 남은영화. 코로나때매 지친마음에 박차를 가한영화. 마음같아선 마이너스주고 싶지만 여자배우가 연기를 너무 잘해서 더 짜증나는 영화.진짜 관객들 상처주려고 작정하고 만든듯.그러지않고서야... 신고"
"370","랑종별점 - 총 10점 중2올해 최고 쓰레기.진짜 보지마세요 신고"
"371","랑종별점 - 총 10점 중10찝찝함이 극을 달린다.몰입도 긴장감 개쩜 신고"
"372","랑종별점 - 총 10점 중1어떤새끼냐 재미있다한 새끼 신고"
"373","랑종별점 - 총 10점 중4좀비물인가요? 정체를 모르겠어요 신고"
"374","랑종별점 - 총 10점 중2진짜 노잼이다 밍밍만 찾고 뭐하는거고 신고"
"375","랑종별점 - 총 10점 중6랑종 음.. 결말이 악간 이게 끝인가?이런 느낌?귀신 공포 보단 악령의씌인 사람들에 대한 공포?좀비 물 같은 기괴함. Is 생각나는 엄마화형좀 기괴함 신고"
"376","랑종별점 - 총 10점 중1돈주고 역겨움을 사서 느꼈음. 최 악. 신고"
"377","랑종별점 - 총 10점 중10난 개인적으로 너무 무서웠음 보는내내 눈가리고 기절 6번 정도 한듯 갑툭튀 많고 유심히 보면 이것저것 소름돋는게 엄청 많음 신고"
"378","랑종별점 - 총 10점 중7솔직히 1점은 억까라고 생각함스토리나 연출에서 부족함이 없진 않았지만 1점 받을 정도로 극악의 연출이나 스토리는 아님난 재미있었음 그러나 두번 볼 정도는 아님 신고"
"379","랑종별점 - 총 10점 중10후반부가 아쉽지만 스토리가 좋고 주연 연기력 굿 신고"
"380","랑종별점 - 총 10점 중8태국특유의 분위기가 음산하다 여주연기 진짜 잘함. 신고"
"381","랑종별점 - 총 10점 중10저는 진짜 무서웠어요..중간까지는 뭐야 별거 아니네라고 보다가어느 장면에서 기겁하며 놀라고 나서부터 그 여운이 오래 가더라고요 ㅠㅠ 그래서 그 장면 이후로 부터는 진짜 개쫄려하면서 봄 신고"
"382","랑종별점 - 총 10점 중2원래 마케팅 잘하는영화는 노잼이지 신고"
"383","랑종별점 - 총 10점 중2불편한 좀비영화..  샤머니즘 기대하고 갔는데 실망스럽다..  ㅇㄱ 와 ㄱㅇㅈ 는 건드리지 말았어야 했다.... 신고"
"384","랑종별점 - 총 10점 중10생애 첫 공포영화였어요...스릴있거 재밌었어요꼭 빤스 하나 더 챙겨가시길... 신고"
"385","랑종별점 - 총 10점 중4첨엔 다큐그다음은 액소시스트마지막은 좀비 신고"
"386","랑종별점 - 총 10점 중10너무 잘 만들었는데 다들 평점이 왜.... 쓸데없이 기괴하고 잔인하다길래 스토리랑 연관없이 자극적인 장면만 넣었나 싶었는데 모든 잔인한 부분이 다 스토리와 개연성이 있는 필요한 장면들이었음. 시나리오도 잘 짜여져있고 감독도 현실적으로 연출을 잘했다는게 느껴지는 영화였음 신고"
"387","랑종별점 - 총 10점 중1와 역대급 쓰레기... 신고"
"388","랑종별점 - 총 10점 중3스토리 그냥 기괴해요. 다 보고나면 찜찜하고 그냥 안봐도 될 영화 신고"
"389","랑종별점 - 총 10점 중1페이크 다큐 컨셉치고 매우 유치한 초반, 왜 저러나 싶은 좀비영화 후반.  솔직히 내 시간과 돈 너무 아까워서 이 감독 영화 다시 안볼거임. 화가날 정도임. 코로나 시기엔 이런 영화를 보러 극장을 갔다는 사실에 더 짜증남. 몇년안에 본 영화중 최악..진심임..해석 볼 필요도 없이 깊이도 없고 그냥 재.미.가.없.음. 신고"
"390","랑종별점 - 총 10점 중9몇몇 장면은 호불호가 갈릴 수 있겠지만, 연기와 스토리전개 면에서는 깔게 없습니다.지금 1점 테러하는 사람들은 알바와 불편하신 여자 개빠들 투성이네요.갠적으로 공포고어 영화 좋아하면 한번정도는 봐도 좋은 영화라고 생각합니다 신고"
"391","랑종별점 - 총 10점 중8처음으로 감독 이름만 보고 꼭봐야지 했던 영화이다. 코로나 시국에 영화관은 생각도 않하고 살았는데 내가 극장에 가야 한다니까 친정부모님까지 나서서 애들을 맡아주셨다. 애들 두명 친정에 맡겨놓고 남편이랑 극장에 다녀왔다. 정말 꼭 보고싶던 영화였다. 나홍진 이 이름 세글자로.. 처음엔 알콜중독에 코메디 영화인줄 알았다. 중반부 부터 공포, 혐오, 기괴한 장면들이 나온다. 결국 결말은 태국의 토테미즘은 다 개가 된다 인가.. 신빨 떨어진 이모님의 죽음이 참 의문이다. 아쉽다. 어째서 나홍진 감독이 자기 이름을 내세웠을까 그냥 태국 영화에 한국 제작진이 도움을 줬다로 했으면 이렇게 까지 억울하고 찝찝하진 않을텐데.. 관람 후 기분이 너무 찝찝하고 안좋아서 남편이랑 애들 재우고 술을 마시기로 했다. 웃기다 하하 신고"
"392","랑종별점 - 총 10점 중1이거 볼시간에 집에서 누워있는게 이득입니다. 최악의 영화 top3안에 드네요 신고"
"393","랑종별점 - 총 10점 중1처음 댓글써요 최악입니다 신고"
"394","랑종별점 - 총 10점 중1뭐 연기 빼고는....무서운것보단 찝찝하고....결론도 시원하게 없고.. 신고"
"395","랑종별점 - 총 10점 중10무섭다는 이야기를 많이 들어서 기대하는 마음으로 봣는데 생각보다 많이 무섭습니다..웅장한 사운드와 갑툭튀들이 있으면서 심장을 놀래킬만한 영화입니다 신고"
"396","랑종별점 - 총 10점 중9 간만에 멋진 공포영화 한편 제대로 감상함. 이정도는 되야 찐 공포라 할만하다. 신고"
"397","랑종별점 - 총 10점 중7굳이 이 장면도 넣었어야했나?? 싶은 장면들이 있어서 가족과 보기 불편했음 또 발암요소와 그로 인한 결말 고전 클리셰로 결말이 나서 아쉬웠음 신고"
"398","랑종별점 - 총 10점 중10어떻게 이렇게 점수가 낮을 수가 있지? 결말이 아쉽기는 하지만 숨겨진 복선과 관계들을 해석하고 분석한 뒤에 다시 보면 정말 소름이 돋을 수 밖에 없는 작품임 진짜로 신고"
"399","랑종별점 - 총 10점 중10별점따라 영화보는 스타일은 아니지만 가끔 기대한 작품이 개봉후 낮은 평점을 받게되면 관람을 망설이게된다. 초반부의 다큐형식만 넘어간다면 후반부에 몰아치는 공포감은 더할나위없다.나홍진이라는 무계감이 주는 이름을 더하고 보지 않는다면 충분한 공포감을 주는영화다. 신고"
"400","랑종별점 - 총 10점 중6곡성의 그 감독님 맞나요? 별로에요 놀래키는거빼고 무섭지않네요 신고"
"401","랑종별점 - 총 10점 중10뭔 좀비 좀비 그러는데 ㅋㅋㅋ 좀비 가 아니죠 어떻게 좀비라고 생각하는지 .. 사람이 짐승악령 연기했는데 좀비 좀비 그러네 신고"
"402","랑종별점 - 총 10점 중8그냥 볼만한데 잘뻔했음.여배우 보려고 한다면 옼게이.연기 잘함.다만, 페이크 다큐형식이라 좀 그럼.썸녀랑 보면 굉장히 불편할 수도 있음.갑자기 19금 나옴. 신고"
"403","랑종별점 - 총 10점 중7전반적으로 느껴졌던 괴상하고 독특한 느낌이 좋았다. 다만 막판에 좀비물 비스무리하게 된거는 조금 아쉬웠다. 끝맺음도 조금은 애매해서 아쉬웠는데, 전반적으로는 그냥저냥 볼만했던 영화였다. 중간중간 놀래키는 연출 좋았고, 기괴한 분위기를 너무 잘 조성했다. 배우들의 연기가 생각외로 아주 좋아서 몰입하기 좋았다. 스토리에 대해서는 미스테리 영화니깐 깊게 생각하지는 않아도 될 것 같고, 영화의 분위기만 잘 느꼈으면 되는거 같다. 확실히 호러보다는 스릴러에 가까운듯. 신고"
"404","랑종별점 - 총 10점 중10무서워용 뒤에 한시간눈담고있ㅇㅓㅅ음 신고"
"405","랑종별점 - 총 10점 중1후반부가 너무 지겨웠어요 신고"
"406","랑종별점 - 총 10점 중10라스트 1시간동안 눈 감고 귀 막고 보느라 영화 내용이 잘 기억이 안나요 신고"
"407","랑종별점 - 총 10점 중10와.. 말그대로 ‘밍’쳤습니다. 제가 26년간 살아오며 본 영화중 최고. 신고"
"408","랑종별점 - 총 10점 중1귀신들린 절대이블을 표현하고자 했으나 현실은 시궁창..냠냠거리는 똠양꿍말투는 두시간내내 간헐적으로 사람을 피곤하게하는 재주가 있고 뭔 귀신들린년은 무서운게아니라 중이병들린 중딩이 제임스딘의 '이유없는반항'컨셉잡듯이 깐족거리는 느낌이라 한번씩 나댈때마다 뒷통수한방씩 후려서 현실세계로 복귀시켜주고 싶었다 또 방송국놈들은 뭔 꿈속에서 싸우는 놈들마냥 몸에 힘아리자체가 없어서 그야말로 사람구실못하는 수수깡같은 놈들이었다이윤석만도 못한 저정도상태들이면 굳이 똥개컨셉잡은 좀비들이랑 함께 내가 혼자 학살해버릴수있을거같은 느낌이었고 신고"
"409","랑종별점 - 총 10점 중8기대감 없이 재밌게 봤음 신고"
"410","랑종별점 - 총 10점 중1고어물 그 이상도 이하도 아님 스토리 없음 신고"
"411","랑종별점 - 총 10점 중9초중반에는 흥미로운 랑종에 대한 설정 풀이 및 여주인공의 준수한 연기 덕분에 오히려 잔잔한 공포스러움에 몰입이 더 잘 됐습니다.후반부터는 클리셰로 덕지덕지 된 호러 및 고어틱한 장면이 몰아치는데, 복잡한 장치 속에서 느껴지는 무섭다는 감정보다는 모두 예상되기는 하지만 그래도 온몸의 근육이 쭉쭉 당기는 듯한 공포스러움은 확실했습니다.다만 조금 기괴한 장면이나 불필요한 장면이 공포의 가면 아래 상영되기 때문에 좀 혐오스러울 수도 있습니다. (공포 때문에 혐오스러운 게 아님)마지막으로, 나홍진 감독이 프로듀싱한 이유는 결국 가장 마지막 장면에서 드러납니다. 사람들은 ""왜 이리 허무해..""라면서 일어나는데, 저는 그 장면이야말로 지금까지 랑종의 모든 내용을 뒤집는 나홍진 감독의 메시지라고 생각합니다.재미있게 잘 봤습니다. 망작까진 절대 아닙니다. 선동되지 마세요~ 신고"
"412","랑종별점 - 총 10점 중10속이 뒤집혀질것 같아요 신고"
"413","랑종별점 - 총 10점 중8'공포'영화라 생각하지말고 '오컬트'영화라 생각하면 웰메이드다굳이 페이크다큐형식을 써야만 했나와 스토리진행방법이나 플롯을 깔아둔건 진부한 측에 속하지만 순수한 무속신앙, 오컬트적 요소는 굉장히 잘 구현했음 이쪽방면으로 공부도 많이 되어있는 느낌임 신고"
"414","랑종별점 - 총 10점 중10공포마니아인 저로써는  정말 잘 만들어졌다고 생각합니다. 신고"
"415","랑종별점 - 총 10점 중2멀미나요 카메라 무빙무엇 순간 배그 하는줄 알았어요공포 스릴러 드라마라 해서 아무생각없이 친구따라 와서 보는데 엥 다큐였어,,?(후기찾아봤었으면 보지도않았을꺼에요 다큐진짜 싫어해서ㅠ)무튼 지금 극장에서 영화보는중입니다ㅋ집가고싶네요ㅠ 친구가 걍 보고있어서 한시간 더 기다리는 중 입니다.퇴마의식 몇일전인 지금 부터는 공포시작인지 갑자기 놀래키기 ㅋㅋREC나 파라노말엑티비티 따라한느낌 ㅎㅎ그래도 지금부터는 카메라 고정된 부분이라 멀미는 안나네요영화 후기 한번도 쓴적 없는데 이건 꼭 쓰게 만들었네요 ㅋㅋ님들 볼꺼면 영화시작하고 한시간은 멍때리세요 신고"
"416","랑종별점 - 총 10점 중10여름에 이정도 공포영화면 돈값했다고 봄...내 스타일...첫번째로 님의 믿음이 흔들려서...둘째로는 외숙모때문에.... 신고"
"417","랑종별점 - 총 10점 중4곤지암  좀비 섞어놓은 느낌  솔직히개인적으로 돈아깝네요 신고"
"418","랑종별점 - 총 10점 중8홍진이형 악은 있는데 왜 선은 없나요 ㅠㅠ 희망을 주세요 신고"
"419","랑종별점 - 총 10점 중1보지마세요 제발 보지마세요. 코로나 터지고 처음 영화관에서 영화 봤는데 이걸 보다니..;; 신고"
"420","랑종별점 - 총 10점 중1개노잼 돈과 시간이 아까움 ^^! 신고"
"421","랑종별점 - 총 10점 중2속뒤집어지는영화 너무 별로 였어요사귄지 얼마안된 커플은 안보시는거 추천드리고 비위약한사람 보지마세요 신고"
"422","랑종별점 - 총 10점 중1네. 맞습니다. 재미 없습니다.  다른거 보세요. 거울에 비친 내 얼굴이 더 무섭습니다. 신고"
"423","랑종별점 - 총 10점 중1공포와 혐오사이 ㅇㅈㄹ 걍 혐오 고어물 감독한테  욕나옴 신고"
"424","랑종별점 - 총 10점 중2초반까지는 좋았으나... 뒤로갈수록 그저그런 B급 공포영화.... 기대를 너무한건가... 신고"
"425","랑종별점 - 총 10점 중1너무 너무 저급함. 무섭지도 않고 불필요하게 불쾌감주는 장면들을 계속 넣어놔서 보는데 진심 쌍욕나옴. 곡성때문에 기대하고 봤는데 개뿔 근 몇년간 본 영화중 최악. 신고"
"426","랑종별점 - 총 10점 중6맛있는 매운짬뽕집에 갔는데 캡사이신범벅 짬뽕이 나옴 신고"
"427","랑종별점 - 총 10점 중5찍느라 고생하셨네요. 저는 보느라 고생했어요. 신고"
"428","랑종별점 - 총 10점 중4배우들의 연기가 좋습니다. 다큐 형식의 실감 나는 촬영도 좋았지만, 그런 현실감은 마지막의 마지막 순간까지 카메라를 놓지 않는 스탭들의 투철한 사명감으로 와장창 깨져버렸습니다. 저한테는 불편함, 불쾌함, 찝찝함만 남기는 영화였네요. 신고"
"429","랑종별점 - 총 10점 중7두 감독의 향기가 어우러지는 작품이지만 후반부로 갈수록 너무 심하게 엑셀을 밟은 느낌 분위기만으로도 충분히 끌어낼수 있었을텐데 신고"
